;delayFromFreeFlow;delayFromTypical;distance;endTime;eventCode;fullDesc;iconURL;id;impacting;lat;lng;parameterizedDescription;severity;shortDesc;startTime;type
1;0.07000000029802322;0.0;0.07999999821186066;2019-07-05T17:51:04;520;Left and center lane blocked due to burst water main on 1st Ave Northbound from 24th St to 25th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111075670;True;40.738171;-73.977608;{u'direction': u'Northbound', u'roadName': u'1st Ave', u'position2': u'to', u'position1': u'from', u'crossRoad1': u'1st Ave / 24th St', u'crossRoad2': u'1st Ave / 25th St', u'eventText': u'Lane (or Lanes) blocked, burst Water Main'};2;1st Ave N/B: left and center lane blocked from 24th St to 25th St;2019-07-04T12:00:02;4
0;0.0;0.0;0.0;2019-07-05T18:07:00;211;Right lane blocked due to stalled vehicle on I-78 Holland Tunnel Tube Westbound at 12th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111184775;False;40.729939;-74.039688;{u'direction': u'Westbound', u'roadName': u'I-78 Holland Tunnel  Tube', u'position1': u'at', u'toLocation': u'The Waterfront', u'crossRoad2': u'Holland Tunnel / 12th St / Marin Blvd', u'eventText': u'Stalled Vehicle, (Named) Lane Blocked'};3;I-78 Holland Tunnel Tube W/B: stalled vehicle at 12th St;2019-07-05T16:52:59;4
1;0.07000000029802322;0.0;0.07999999821186066;2019-07-05T17:51:04;520;Left and center lane blocked due to burst water main on 1st Ave Northbound from 24th St to 25th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111075670;True;40.738171;-73.977608;{u'direction': u'Northbound', u'roadName': u'1st Ave', u'position2': u'to', u'position1': u'from', u'crossRoad1': u'1st Ave / 24th St', u'crossRoad2': u'1st Ave / 25th St', u'eventText': u'Lane (or Lanes) blocked, burst Water Main'};2;1st Ave N/B: left and center lane blocked from 24th St to 25th St;2019-07-04T12:00:02;4
0;0.0;0.0;0.0;2019-07-05T18:07:00;211;Right lane blocked due to stalled vehicle on I-78 Holland Tunnel Tube Westbound at 12th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111184775;False;40.729939;-74.039688;{u'direction': u'Westbound', u'roadName': u'I-78 Holland Tunnel  Tube', u'position1': u'at', u'toLocation': u'The Waterfront', u'crossRoad2': u'Holland Tunnel / 12th St / Marin Blvd', u'eventText': u'Stalled Vehicle, (Named) Lane Blocked'};3;I-78 Holland Tunnel Tube W/B: stalled vehicle at 12th St;2019-07-05T16:52:59;4
1;0.07000000029802322;0.0;0.07999999821186066;2019-07-05T17:51:04;520;Left and center lane blocked due to burst water main on 1st Ave Northbound from 24th St to 25th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111075670;True;40.738171;-73.977608;{u'direction': u'Northbound', u'roadName': u'1st Ave', u'position2': u'to', u'position1': u'from', u'crossRoad1': u'1st Ave / 24th St', u'crossRoad2': u'1st Ave / 25th St', u'eventText': u'Lane (or Lanes) blocked, burst Water Main'};2;1st Ave N/B: left and center lane blocked from 24th St to 25th St;2019-07-04T12:00:02;4
0;0.0;0.0;0.0;2019-07-05T18:07:00;211;Right lane blocked due to stalled vehicle on I-78 Holland Tunnel Tube Westbound at 12th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111184775;False;40.729939;-74.039688;{u'direction': u'Westbound', u'roadName': u'I-78 Holland Tunnel  Tube', u'position1': u'at', u'toLocation': u'The Waterfront', u'crossRoad2': u'Holland Tunnel / 12th St / Marin Blvd', u'eventText': u'Stalled Vehicle, (Named) Lane Blocked'};3;I-78 Holland Tunnel Tube W/B: stalled vehicle at 12th St;2019-07-05T16:52:59;4
1;0.07000000029802322;0.0;0.07999999821186066;2019-07-05T17:51:04;520;Left and center lane blocked due to burst water main on 1st Ave Northbound from 24th St to 25th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111075670;True;40.738171;-73.977608;{u'direction': u'Northbound', u'roadName': u'1st Ave', u'position2': u'to', u'position1': u'from', u'crossRoad1': u'1st Ave / 24th St', u'crossRoad2': u'1st Ave / 25th St', u'eventText': u'Lane (or Lanes) blocked, burst Water Main'};2;1st Ave N/B: left and center lane blocked from 24th St to 25th St;2019-07-04T12:00:02;4
0;0.0;0.0;0.0;2019-07-05T18:07:00;211;Right lane blocked due to stalled vehicle on I-78 Holland Tunnel Tube Westbound at 12th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111184775;False;40.729939;-74.039688;{u'direction': u'Westbound', u'roadName': u'I-78 Holland Tunnel  Tube', u'position1': u'at', u'toLocation': u'The Waterfront', u'crossRoad2': u'Holland Tunnel / 12th St / Marin Blvd', u'eventText': u'Stalled Vehicle, (Named) Lane Blocked'};3;I-78 Holland Tunnel Tube W/B: stalled vehicle at 12th St;2019-07-05T16:52:59;4
1;0.07000000029802322;0.0;0.07999999821186066;2019-07-05T17:51:04;520;Left and center lane blocked due to burst water main on 1st Ave Northbound from 24th St to 25th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111075670;True;40.738171;-73.977608;{u'direction': u'Northbound', u'roadName': u'1st Ave', u'position2': u'to', u'position1': u'from', u'crossRoad1': u'1st Ave / 24th St', u'crossRoad2': u'1st Ave / 25th St', u'eventText': u'Lane (or Lanes) blocked, burst Water Main'};2;1st Ave N/B: left and center lane blocked from 24th St to 25th St;2019-07-04T12:00:02;4
0;0.0;0.0;0.0;2019-07-05T18:07:00;211;Right lane blocked due to stalled vehicle on I-78 Holland Tunnel Tube Westbound at 12th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111184775;False;40.729939;-74.039688;{u'direction': u'Westbound', u'roadName': u'I-78 Holland Tunnel  Tube', u'position1': u'at', u'toLocation': u'The Waterfront', u'crossRoad2': u'Holland Tunnel / 12th St / Marin Blvd', u'eventText': u'Stalled Vehicle, (Named) Lane Blocked'};3;I-78 Holland Tunnel Tube W/B: stalled vehicle at 12th St;2019-07-05T16:52:59;4
1;0.11999999731779099;0.05000000074505806;0.07999999821186066;2019-07-05T20:36:04;520;Left and center lane blocked due to burst water main on 1st Ave Northbound from 24th St to 25th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111075670;True;40.738171;-73.977608;{u'direction': u'Northbound', u'roadName': u'1st Ave', u'position2': u'to', u'position1': u'from', u'crossRoad1': u'1st Ave / 24th St', u'crossRoad2': u'1st Ave / 25th St', u'eventText': u'Lane (or Lanes) blocked, burst Water Main'};2;1st Ave N/B: left and center lane blocked from 24th St to 25th St;2019-07-04T12:00:02;4
0;0.0;0.0;0.0;2019-07-05T18:07:00;211;Right lane blocked due to stalled vehicle on I-78 Holland Tunnel Tube Westbound at 12th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111184775;False;40.729939;-74.039688;{u'direction': u'Westbound', u'roadName': u'I-78 Holland Tunnel  Tube', u'position1': u'at', u'toLocation': u'The Waterfront', u'crossRoad2': u'Holland Tunnel / 12th St / Marin Blvd', u'eventText': u'Stalled Vehicle, (Named) Lane Blocked'};3;I-78 Holland Tunnel Tube W/B: stalled vehicle at 12th St;2019-07-05T16:52:59;4
1;0.11999999731779099;0.05000000074505806;0.07999999821186066;2019-07-05T20:36:04;520;Left and center lane blocked due to burst water main on 1st Ave Northbound from 24th St to 25th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111075670;True;40.738171;-73.977608;{u'direction': u'Northbound', u'roadName': u'1st Ave', u'position2': u'to', u'position1': u'from', u'crossRoad1': u'1st Ave / 24th St', u'crossRoad2': u'1st Ave / 25th St', u'eventText': u'Lane (or Lanes) blocked, burst Water Main'};2;1st Ave N/B: left and center lane blocked from 24th St to 25th St;2019-07-04T12:00:02;4
0;0.0;0.0;0.0;2019-07-05T18:07:00;211;Right lane blocked due to stalled vehicle on I-78 Holland Tunnel Tube Westbound at 12th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111184775;False;40.729939;-74.039688;{u'direction': u'Westbound', u'roadName': u'I-78 Holland Tunnel  Tube', u'position1': u'at', u'toLocation': u'The Waterfront', u'crossRoad2': u'Holland Tunnel / 12th St / Marin Blvd', u'eventText': u'Stalled Vehicle, (Named) Lane Blocked'};3;I-78 Holland Tunnel Tube W/B: stalled vehicle at 12th St;2019-07-05T16:52:59;4
1;0.11999999731779099;0.05000000074505806;0.07999999821186066;2019-07-05T20:36:04;520;Left and center lane blocked due to burst water main on 1st Ave Northbound from 24th St to 25th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111075670;True;40.738171;-73.977608;{u'direction': u'Northbound', u'roadName': u'1st Ave', u'position2': u'to', u'position1': u'from', u'crossRoad1': u'1st Ave / 24th St', u'crossRoad2': u'1st Ave / 25th St', u'eventText': u'Lane (or Lanes) blocked, burst Water Main'};2;1st Ave N/B: left and center lane blocked from 24th St to 25th St;2019-07-04T12:00:02;4
0;0.0;0.0;0.0;2019-07-05T18:52:00;211;Right lane blocked due to stalled vehicle on I-78 Holland Tunnel Tube Westbound at 12th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111184775;False;40.729939;-74.039688;{u'direction': u'Westbound', u'roadName': u'I-78 Holland Tunnel  Tube', u'position1': u'at', u'toLocation': u'The Waterfront', u'crossRoad2': u'Holland Tunnel / 12th St / Marin Blvd', u'eventText': u'Stalled Vehicle, (Named) Lane Blocked'};3;I-78 Holland Tunnel Tube W/B: stalled vehicle at 12th St;2019-07-05T16:52:59;4
1;0.11999999731779099;0.05000000074505806;0.07999999821186066;2019-07-05T20:36:04;520;Left and center lane blocked due to burst water main on 1st Ave Northbound from 24th St to 25th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111075670;True;40.738171;-73.977608;{u'direction': u'Northbound', u'roadName': u'1st Ave', u'position2': u'to', u'position1': u'from', u'crossRoad1': u'1st Ave / 24th St', u'crossRoad2': u'1st Ave / 25th St', u'eventText': u'Lane (or Lanes) blocked, burst Water Main'};2;1st Ave N/B: left and center lane blocked from 24th St to 25th St;2019-07-04T12:00:02;4
0;0.0;0.0;0.0;2019-07-05T18:52:00;211;Right lane blocked due to stalled vehicle on I-78 Holland Tunnel Tube Westbound at 12th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111184775;False;40.729939;-74.039688;{u'direction': u'Westbound', u'roadName': u'I-78 Holland Tunnel  Tube', u'position1': u'at', u'toLocation': u'The Waterfront', u'crossRoad2': u'Holland Tunnel / 12th St / Marin Blvd', u'eventText': u'Stalled Vehicle, (Named) Lane Blocked'};3;I-78 Holland Tunnel Tube W/B: stalled vehicle at 12th St;2019-07-05T16:52:59;4
1;0.11999999731779099;0.05000000074505806;0.07999999821186066;2019-07-05T20:36:04;520;Left and center lane blocked due to burst water main on 1st Ave Northbound from 24th St to 25th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111075670;True;40.738171;-73.977608;{u'direction': u'Northbound', u'roadName': u'1st Ave', u'position2': u'to', u'position1': u'from', u'crossRoad1': u'1st Ave / 24th St', u'crossRoad2': u'1st Ave / 25th St', u'eventText': u'Lane (or Lanes) blocked, burst Water Main'};2;1st Ave N/B: left and center lane blocked from 24th St to 25th St;2019-07-04T12:00:02;4
0;0.0;0.0;0.0;2019-07-05T18:52:00;211;Right lane blocked due to stalled vehicle on I-78 Holland Tunnel Tube Westbound at 12th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111184775;False;40.729939;-74.039688;{u'direction': u'Westbound', u'roadName': u'I-78 Holland Tunnel  Tube', u'position1': u'at', u'toLocation': u'The Waterfront', u'crossRoad2': u'Holland Tunnel / 12th St / Marin Blvd', u'eventText': u'Stalled Vehicle, (Named) Lane Blocked'};3;I-78 Holland Tunnel Tube W/B: stalled vehicle at 12th St;2019-07-05T16:52:59;4
1;0.11999999731779099;0.05000000074505806;0.07999999821186066;2019-07-05T20:36:04;520;Left and center lane blocked due to burst water main on 1st Ave Northbound from 24th St to 25th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111075670;True;40.738171;-73.977608;{u'direction': u'Northbound', u'roadName': u'1st Ave', u'position2': u'to', u'position1': u'from', u'crossRoad1': u'1st Ave / 24th St', u'crossRoad2': u'1st Ave / 25th St', u'eventText': u'Lane (or Lanes) blocked, burst Water Main'};2;1st Ave N/B: left and center lane blocked from 24th St to 25th St;2019-07-04T12:00:02;4
0;0.0;0.0;0.0;2019-07-05T18:52:00;211;Right lane blocked due to stalled vehicle on I-78 Holland Tunnel Tube Westbound at 12th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111184775;False;40.729939;-74.039688;{u'direction': u'Westbound', u'roadName': u'I-78 Holland Tunnel  Tube', u'position1': u'at', u'toLocation': u'The Waterfront', u'crossRoad2': u'Holland Tunnel / 12th St / Marin Blvd', u'eventText': u'Stalled Vehicle, (Named) Lane Blocked'};3;I-78 Holland Tunnel Tube W/B: stalled vehicle at 12th St;2019-07-05T16:52:59;4
1;0.11999999731779099;0.05000000074505806;0.07999999821186066;2019-07-05T20:36:04;520;Left and center lane blocked due to burst water main on 1st Ave Northbound from 24th St to 25th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111075670;True;40.738171;-73.977608;{u'direction': u'Northbound', u'roadName': u'1st Ave', u'position2': u'to', u'position1': u'from', u'crossRoad1': u'1st Ave / 24th St', u'crossRoad2': u'1st Ave / 25th St', u'eventText': u'Lane (or Lanes) blocked, burst Water Main'};2;1st Ave N/B: left and center lane blocked from 24th St to 25th St;2019-07-04T12:00:02;4
0;0.0;0.0;0.0;2019-07-05T18:52:00;211;Right lane blocked due to stalled vehicle on I-78 Holland Tunnel Tube Westbound at 12th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111184775;False;40.729939;-74.039688;{u'direction': u'Westbound', u'roadName': u'I-78 Holland Tunnel  Tube', u'position1': u'at', u'toLocation': u'The Waterfront', u'crossRoad2': u'Holland Tunnel / 12th St / Marin Blvd', u'eventText': u'Stalled Vehicle, (Named) Lane Blocked'};3;I-78 Holland Tunnel Tube W/B: stalled vehicle at 12th St;2019-07-05T16:52:59;4
1;0.11999999731779099;0.05000000074505806;0.07999999821186066;2019-07-05T20:36:04;520;Left and center lane blocked due to burst water main on 1st Ave Northbound from 24th St to 25th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111075670;True;40.738171;-73.977608;{u'direction': u'Northbound', u'roadName': u'1st Ave', u'position2': u'to', u'position1': u'from', u'crossRoad1': u'1st Ave / 24th St', u'crossRoad2': u'1st Ave / 25th St', u'eventText': u'Lane (or Lanes) blocked, burst Water Main'};2;1st Ave N/B: left and center lane blocked from 24th St to 25th St;2019-07-04T12:00:02;4
0;0.0;0.0;0.0;2019-07-05T18:52:00;211;Right lane blocked due to stalled vehicle on I-78 Holland Tunnel Tube Westbound at 12th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111184775;False;40.729939;-74.039688;{u'direction': u'Westbound', u'roadName': u'I-78 Holland Tunnel  Tube', u'position1': u'at', u'toLocation': u'The Waterfront', u'crossRoad2': u'Holland Tunnel / 12th St / Marin Blvd', u'eventText': u'Stalled Vehicle, (Named) Lane Blocked'};3;I-78 Holland Tunnel Tube W/B: stalled vehicle at 12th St;2019-07-05T16:52:59;4
1;0.11999999731779099;0.05000000074505806;0.07999999821186066;2019-07-05T20:36:04;520;Left and center lane blocked due to burst water main on 1st Ave Northbound from 24th St to 25th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111075670;True;40.738171;-73.977608;{u'direction': u'Northbound', u'roadName': u'1st Ave', u'position2': u'to', u'position1': u'from', u'crossRoad1': u'1st Ave / 24th St', u'crossRoad2': u'1st Ave / 25th St', u'eventText': u'Lane (or Lanes) blocked, burst Water Main'};2;1st Ave N/B: left and center lane blocked from 24th St to 25th St;2019-07-04T12:00:02;4
0;0.0;0.0;0.0;2019-07-05T18:52:00;211;Right lane blocked due to stalled vehicle on I-78 Holland Tunnel Tube Westbound at 12th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111184775;False;40.729939;-74.039688;{u'direction': u'Westbound', u'roadName': u'I-78 Holland Tunnel  Tube', u'position1': u'at', u'toLocation': u'The Waterfront', u'crossRoad2': u'Holland Tunnel / 12th St / Marin Blvd', u'eventText': u'Stalled Vehicle, (Named) Lane Blocked'};3;I-78 Holland Tunnel Tube W/B: stalled vehicle at 12th St;2019-07-05T16:52:59;4
1;0.11999999731779099;0.05000000074505806;0.07999999821186066;2019-07-05T20:36:04;520;Left and center lane blocked due to burst water main on 1st Ave Northbound from 24th St to 25th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111075670;True;40.738171;-73.977608;{u'direction': u'Northbound', u'roadName': u'1st Ave', u'position2': u'to', u'position1': u'from', u'crossRoad1': u'1st Ave / 24th St', u'crossRoad2': u'1st Ave / 25th St', u'eventText': u'Lane (or Lanes) blocked, burst Water Main'};2;1st Ave N/B: left and center lane blocked from 24th St to 25th St;2019-07-04T12:00:02;4
0;0.0;0.0;0.0;2019-07-05T18:52:00;211;Right lane blocked due to stalled vehicle on I-78 Holland Tunnel Tube Westbound at 12th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111184775;False;40.729939;-74.039688;{u'direction': u'Westbound', u'roadName': u'I-78 Holland Tunnel  Tube', u'position1': u'at', u'toLocation': u'The Waterfront', u'crossRoad2': u'Holland Tunnel / 12th St / Marin Blvd', u'eventText': u'Stalled Vehicle, (Named) Lane Blocked'};3;I-78 Holland Tunnel Tube W/B: stalled vehicle at 12th St;2019-07-05T16:52:59;4
1;0.11999999731779099;0.05000000074505806;0.07999999821186066;2019-07-05T20:36:04;520;Left and center lane blocked due to burst water main on 1st Ave Northbound from 24th St to 25th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111075670;True;40.738171;-73.977608;{u'direction': u'Northbound', u'roadName': u'1st Ave', u'position2': u'to', u'position1': u'from', u'crossRoad1': u'1st Ave / 24th St', u'crossRoad2': u'1st Ave / 25th St', u'eventText': u'Lane (or Lanes) blocked, burst Water Main'};2;1st Ave N/B: left and center lane blocked from 24th St to 25th St;2019-07-04T12:00:02;4
0;0.0;0.0;0.0;2019-07-05T18:52:00;211;Right lane blocked due to stalled vehicle on I-78 Holland Tunnel Tube Westbound at 12th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111184775;False;40.729939;-74.039688;{u'direction': u'Westbound', u'roadName': u'I-78 Holland Tunnel  Tube', u'position1': u'at', u'toLocation': u'The Waterfront', u'crossRoad2': u'Holland Tunnel / 12th St / Marin Blvd', u'eventText': u'Stalled Vehicle, (Named) Lane Blocked'};3;I-78 Holland Tunnel Tube W/B: stalled vehicle at 12th St;2019-07-05T16:52:59;4
1;0.11999999731779099;0.05000000074505806;0.07999999821186066;2019-07-05T20:36:04;520;Left and center lane blocked due to burst water main on 1st Ave Northbound from 24th St to 25th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111075670;True;40.738171;-73.977608;{u'direction': u'Northbound', u'roadName': u'1st Ave', u'position2': u'to', u'position1': u'from', u'crossRoad1': u'1st Ave / 24th St', u'crossRoad2': u'1st Ave / 25th St', u'eventText': u'Lane (or Lanes) blocked, burst Water Main'};2;1st Ave N/B: left and center lane blocked from 24th St to 25th St;2019-07-04T12:00:02;4
2;0.0;0.0;0.0;2019-07-05T18:58:02;246;Three lanes blocked due to accident on US-1-9 Tonnelle Ave Northbound at NJ-495.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111194274;True;40.776428;-74.040916;{u'direction': u'Northbound', u'roadName': u'US-1-9', u'position1': u'at', u'toLocation': u'New Durham', u'crossRoad2': u'NJ-495 / US-1-9 Tonnelle Ave', u'eventText': u'Lane (or Lanes) blocked, accident'};2;US-1-9 Tonnelle Ave N/B: three lanes blocked at NJ-495;2019-07-05T18:28:55;4
0;0.0;0.0;0.0;2019-07-05T19:09:54;211;Right lane blocked due to stalled vehicle on I-78 Holland Tunnel Tube Westbound at 12th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111184775;False;40.729939;-74.039688;{u'direction': u'Westbound', u'roadName': u'I-78 Holland Tunnel  Tube', u'position1': u'at', u'toLocation': u'The Waterfront', u'crossRoad2': u'Holland Tunnel / 12th St / Marin Blvd', u'eventText': u'Stalled Vehicle, (Named) Lane Blocked'};3;I-78 Holland Tunnel Tube W/B: stalled vehicle at 12th St;2019-07-05T16:52:59;4
1;0.11999999731779099;0.05000000074505806;0.07999999821186066;2019-07-05T20:36:04;520;Left and center lane blocked due to burst water main on 1st Ave Northbound from 24th St to 25th St.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111075670;True;40.738171;-73.977608;{u'direction': u'Northbound', u'roadName': u'1st Ave', u'position2': u'to', u'position1': u'from', u'crossRoad1': u'1st Ave / 24th St', u'crossRoad2': u'1st Ave / 25th St', u'eventText': u'Lane (or Lanes) blocked, burst Water Main'};2;1st Ave N/B: left and center lane blocked from 24th St to 25th St;2019-07-04T12:00:02;4
2;0.0;0.0;0.0;2019-07-05T18:58:02;246;Three lanes blocked due to accident on US-1-9 Tonnelle Ave Northbound at NJ-495.;http://content.mqcdn.com/mqtraffic/incid_mod.png;111194274;True;40.776428;-74.040916;{u'direction': u'Northbound', u'roadName': u'US-1-9', u'position1': u'at', u'toLocation': u'New Durham', u'crossRoad2': u'NJ-495 / US-1-9 Tonnelle Ave', u'eventText': u'Lane (or Lanes) blocked, accident'};2;US-1-9 Tonnelle Ave N/B: three lanes blocked at NJ-495;2019-07-05T18:28:55;4
